# ⛔ 통합본(SSOT) — /k 라이브러리 전 도메인 단일 정본. 편집은 이 파일에서만 → `python3 shared/build_library.py build` 로 유닛 자동 생성. 각 줄 1열 = 대상 유닛 파일명. 수정·삭제 = 사용자 이중 허락(라우터 §기틀 보호).
00_module_index.tsv	파일/시트	ID 범위	주제	역할	운영 방식
00_module_index.tsv	archive_media_master	(SSOT·전체)	🗄 통합본(SSOT) — 전 도메인 단일 정본·편집 지점	유닛(01a~e·02~11·08a·09·00) 자동 생성 출처 — shared/build_library.py 로 투영	⛔ 편집은 이 파일에서만 → build 로 유닛 생성. 기존 항목 수정·삭제 = 사용자 이중 허락 / 새 ID 추가·정렬 OK — 라우터 §기틀 보호·apps/k/00_지침_에디터_클링 §10
00_module_index.tsv	01a_camera_lens_focal_length	L01–L31	렌즈 화각/초점거리	시야각, 왜곡, 압축감, 공간감 제어 (+L17 아나모픽·L18 틸트시프트·L19 조리개 페어 — 리서치 추가 260611)	독립 TSV + XLSX 시트(원본 L01~L16 무변경)
00_module_index.tsv	01b_camera_shot_size	S01–S21	샷 크기	피사체가 프레임 안에서 차지하는 크기 제어	독립 TSV + XLSX 시트
00_module_index.tsv	01c_camera_height_tilt	H01–H16	카메라 높이/기울기	위/아래 시선, 수평 기울기, 권력감/불안감 제어	독립 TSV + XLSX 시트
00_module_index.tsv	01d_camera_orientation	O01–O12	카메라 방향	정면, 3/4, 측면, 후면 등 피사체를 보는 방향 제어	독립 TSV + XLSX 시트
00_module_index.tsv	01e_camera_relationship_pov	R01–R20	관계/시점(이미지)	OTS, POV, 투샷, 그룹샷 등 관계성과 주관 시점 제어	독립 TSV + XLSX 시트
00_module_index.tsv	02_style_modules	STYLE01–102	화풍/스타일	포토리얼·필름·애니·회화·장르 + 노뮤트 브랜드 화풍 포인터(23·24) + 3등신·디오라마·뉴스릴·인포그래픽(25~28)	리서치 채움(260611) — 보강(260613)·실사용 검증 누적 중
00_module_index.tsv	03_lighting_modules	LIGHT01–60	조명	자연광·스튜디오·무드·색온도 + 무대·가로등·스크린·경광등·여명(20~24). 조명 모듈은 샷당 1개 원칙	리서치 채움(260611) — LIGHT12·19 실증·보강(260613)
00_module_index.tsv	04_environment_modules	ENV01–24	배경/환경	장소·세계관 변수 — 도심·관공서·법정·스튜디오·시장·시대극·자연 등 24종. 씬 헤딩(§3-1·1)·나노바나나 배경 레퍼런스(§4-1) 연계	신설(260613) — 리서치 채움·실증 연계 3종(ENV16·21·22)
00_module_index.tsv	05_negative_control	NEG00–42	실패 방지/네거티브	하우스 Avoid 테일(NEG00 정본)·identity lock 짝·모순 금지 + 다인물 혼동·멀티샷 드리프트 블록·오프모델(12~14)	실증 중심 채움(260611) — 보강(260613)·영상(Kling) 우선
00_module_index.tsv	06_camera_movement_video	M01–51	카메라 무브먼트(영상)	무브 1개/샷 원칙. 한국어 워딩 예 병기. 오빗 ≤30°/5s 등 Kling 실측 한계 내장	신설(260611) — 리서치+실증
00_module_index.tsv	07_pov_video	V01–V31	시점(영상)	1인칭·브이로그·바디캠·CCTV·드론 + 방송 중계·세로 직캠(13~14). CCTV 정석 레시피 포함	신설(260611) — 보강(260613)
00_module_index.tsv	08_style_addendum_image	S-1~30(10종)	화풍 애드덤 큐레이션본(이미지)	프롬프트 전문 — 합성·구도/인물일관성/디지털이펙트/시네마틱인물/회화 + 나노바나나 6슬롯 부록. 33→10 컷(260613·컷전 _versions)	마스터 챕터 편입 · 수정 금지 — 추가는 새 S번호로
00_module_index.tsv	08a_style_addendum_index	(10종)	화풍 애드덤 인덱스	S코드별 용도·핵심 키·IP 주의·Kling 전이성 한 줄 색인 — 전문은 08에서	이미지 작업은 이 인덱스로 픽 (260613 10종으로 동기화)
00_module_index.tsv	09_style_kling_video	KV-01–48	화풍→KLING 영상 전이	전이 가능 화풍의 영상화 각색 지시문 + 정지 전용 화풍의 스타트프레임 경유 규칙	신설(260611) — 영상 작업은 이 파일로 픽
00_module_index.tsv	10_audio_music	AU-01–92	음악·오디오 연출	영화음악 이론→프롬프트 매핑(다이제틱~침묵) · 쇼츠 음악 전략(훅·루프) · 후반 파이프(BPM·덕킹·LUFS) + 속보 톤·국악 베드(19~20)	신설(260611) — 보강(260613)·풍자 무기 = AU-05·06·08
00_module_index.tsv	11_acting_shadow_light	AN-01–42 · SH-01–24 · LC-01–40	애니 연기·그림자·고급 조명	12원칙→프롬프트(마이크로모션·동사 연기·카툰 물리⚪) · 그림자 결함 예방(방향 쌍·접지) · 고급 조명(연속성 블록·네거티브 필·켈빈·그레이딩)	신설(260611) — 인물 샷 기본 = AN-03·10 / 멀티샷 기본 = LC-01·03
00_module_index.tsv	12_lighting_emotion	LGT01–22	감정조명(무드)	정서별 무드 조명 — 아침광·새벽광·저조도·촛불·골든아워·역광 실루엣	백과사전 흡수(260613 · /news 출신) — LGT09=B 극화 디폴트·LGT10=안전 시각화
00_module_index.tsv	13_style_news_canon	NST-A·B·ACCENT	뉴스 화풍 2종 정본	한국 웹툰 수채화(A)·극화(B) + 악센트 공식(#0FFD02)	백과사전 흡수(260613) — STYLE23/24 가 가리키던 정본 실데이터
00_module_index.tsv	14_color_grading	CT·CG·CE·GR·PAL	색이론	색온도 사전(소스→켈빈)·색보정 어휘·색-감정 매핑·기괴함 공식(closure)	백과사전 흡수(260613 · /news 출신)
00_module_index.tsv	15_visual_rhetoric	VR	시각 수사학	Ethos/Pathos/Logos · 게슈탈트 · 구성선 · 시각무게 4요소	백과사전 흡수(260613) — '이미지=설득 행위자'
00_module_index.tsv	16_curation_dispatch	CD	큐레이션 디스패치	카드 정서·역할 → 화풍·샷·앵글·화각·조명 코드 매핑	백과사전 흡수(260613 · /news 출신)
00_module_index.tsv	17_composition	COMP-01–42	합성·배치	좌우분할·옹기종기·둘러싸여·빈의자(부재)	백과사전 흡수(260613 · /news 출신)
00_module_index.tsv	18_english_tails	ET-01–12	영문 테일 3종	품질 테일·identity lock·Avoid(NEG00)+멀티샷(NEG13)·압축 원칙	백과사전 흡수(260613 · /k 지침 §5) — 지침 본문도 유지
00_module_index.tsv	19_safety_frame_prompts	SF-01–09	안전망·프레임 산문	카드 프레임 산문·네거티브 산문(GPT Image 2)	백과사전 흡수(260613 · /news §9) — 운영 강제는 지침
00_module_index.tsv	20_aspect_ratio_format	AR-01–12	화면비/포맷	9:16·4:5·1:1·16:9·2.39 스코프 등 종횡비별 서사 효과·요청 키워드	신설(260613·400%) — 쇼츠/카드/시네마 비율 · PE-15와 세트
00_module_index.tsv	21_transitions_editing	TR-01–41	편집 전환	하드컷·매치컷·J/L컷·몽타주·교차편집 등 멀티샷 전환 문법(네이티브 vs 후반 구분)	신설(260613·400%) — Kling 멀티샷 시퀀싱 · 머치 룰오브식스
00_module_index.tsv	22_expression_emotion	EM-01–45	표정·감정(FACS)	Ekman 7정서·FACS Action Unit·시선·신체언어 → 보이는 근육동작 프롬프트	신설(260613·400%) — 인물 클로즈업 정밀 · 진짜/가짜 미소 등 풍자 코어
00_module_index.tsv	23_weather_atmosphere	WX-01–26	날씨·대기	비·눈·안개·황사·폭염·태풍 등 + Kling 모션 노트(계절감·한국 시의성)	신설(260613·400%) — 대기=영상 모션 소스
00_module_index.tsv	24_film_movements	FM-01–20	영화 사조	독일표현주의·누벨바그·네오리얼리즘·지알로·K멜로 등 사조별 비주얼 코드	신설(260613·400%) — 풍자 재연 레지스터(IP는 기법 기술로 우회)
00_module_index.tsv	25_vfx_effects	FX-01–42	VFX·이펙트	화염·연기·홀로그램·글리치·렌즈플레어·이중노출 등(모델 취약도 명시)	신설(260613·400%) — 영상/이미지 공용 효과
00_module_index.tsv	26_prompt_engineering_meta	PE-01–36	프롬프트 공학 메타	구성순서·프론트로딩·CLIP77·CFG·네거 경제·레퍼런스 컨디셔닝 등 논문 기반	신설(260613·400%) — 라이브러리 운용의 메타층 · 05/18/19 인덱스
00_module_index.tsv	27_materials_texture	MT-01–36	재질·텍스처	피부·금속·유리·물·직물·종이·돌·네온·연기·음식·금박 등 질감 + 증거 인서트(도장 MT-35·지폐 MT-36)	신설(260613·400% w2) — 매크로 렌즈(L13/L23) 연계
00_module_index.tsv	28_set_production_design	SET-01–36	세트·프로덕션 디자인	소품 서사·클러터vs미니멀·지위 신호·시대 고증·한국 디테일(관공서·시위·법정·회견)	신설(260613·400% w2) — ENV를 "어떻게 꾸미나"(ENV·17·15 연계)
00_module_index.tsv	29_wardrobe_props	WP-01–60	의상·소품(기표)	권력정장·제복·한복·시위복(머리띠·몸자보)·부의 기표·직업복·권력 소품 → 사회적 기표	신설(260613·400% w2) — 캐리커처 핵심·실존인물은 SF-07 전제
00_module_index.tsv	30_genre_conventions	GEN-01–26	장르 비주얼 문법	호러·스릴러·느와르·하이스트·법정·재난·코미디·정치스릴러 등 카메라+조명+색+페이싱 툴킷	신설(260613·400% w2) — 24 사조와 구분(사건을 장르로 재연)
00_module_index.tsv	31_graphic_title_design	GT-01–35	그래픽·타이틀	로어서드·말자막·뉴스티커·헤드라인슬램·콜아웃·AI고지 — 한글 텍스트는 후반 합성	신설(260613·400% w2) — 대부분 후반(NEG03·PE-23)
00_module_index.tsv	32_blocking_staging	BLK-01–18	블로킹·스테이징	180/30도 법칙·삼각·깊이·권력 포지셔닝·포위·도열 등 인물 배치·동선	신설(260613·400% w2) — 구도(17)와 구분(누가 어디 서고 어떻게 움직이나)
00_module_index.tsv	33_gesture_interaction	GST-01–27	제스처·상호작용	악수·포옹·박수·삿대질·주먹·절·합장·어깨동무·멱살/밀치기·서류던지기·선서 등 손짓·2인 물리 상호작용	신설(260613·400% w2) — 보이는 동작 묘사·AN/EM 연계·손 왜곡 NEG01 병기 권고
00_module_index.tsv	34_era_period_visual	ERA-01–19	시대·연대 비주얼	글로벌 연대(1920s~2010s)+한국 시대(조선·개화기·일제·전후·산업화·민주화·IMF·2002·스마트폰기) 룩	400% w3 신설(260613) — 시대 재연·시대극 풍자
00_module_index.tsv	35_abstract_experimental	AB-01–30	추상·실험 기법	칼레이도·프랙탈·열화상·X레이·데이터벤딩·입자계·잉크/마블링·노이즈필드 등	400% w3 신설 — 시스템·데이터·감시 메타포
00_module_index.tsv	36_korea_cultural_ref	KR-01–40	한국 문화 비주얼 레퍼런스	한옥·명절·시위문화(촛불·근조화환)·정치비주얼(본회의·청문회·포토라인)·일상기표·종교·전통색	400% w3 신설 — 한국 콘텐츠 핵심 축
00_module_index.tsv	37_scene_setpieces	SC-01–21	시나리오 세트피스	반복 시사상황(사과회견·국회충돌·법정선고·시장방문·압수수색 등) 3~5샷 멀티샷 레시피(모듈 ID 조립)	400% w3 신설 — 원자 모듈→장면 빌딩블록
00_module_index.tsv	38_cardnews_distance_crop	DF-01–31	카드뉴스 거리·크롭	상황·감정→거리/크롭 결정(비통=눈·분노=주먹·폭로=서류매크로 등, 하단~40% 오버레이 회피)	400% w4 신설(260613) — ★카메라 최우선
00_module_index.tsv	39_cardnews_angle_height	AG-01–22	카드뉴스 앵글·높이	상황·심리→각도(피해자 눈높이·권력자 로우↔하이 반전·구조 부감·윤리 카메라)	400% w4 신설 — ★카메라 최우선
00_module_index.tsv	40_cardnews_staging	SG-01–25	카드뉴스 상황 연출	한 프레임에 사건·관계 읽히게(전후대비·인과·대치·포위·폭로·뒷거래·시선표적 등)	400% w4 신설 — ★카메라 최우선·이미지=설득 행위자
00_module_index.tsv	41_style_fusion	FUS-01–36	화풍 퓨전(양식×양식)	거장·양식을 주60%+종40%(PE-28)로 혼합한 새 룩 레시피	400% w4 신설 — 거장 비율 혼합
00_module_index.tsv	42_crossdomain_fusion	CDF-01–25	교차 퓨전	화풍×조명×색×렌즈 교차로 독창 무드(충돌=의미)	400% w4 신설
00_module_index.tsv	43_creator_tips_image	CTI-01–37	크리에이터 이미지 팁	커뮤니티 현장 프롬프트 노하우(MJ·Gemini/나노바나나·SD) — 26 PE 원리의 실전판	400% w4 신설 — X·레딧·벤더 가이드 수집
00_module_index.tsv	44_creator_tips_video	CTV-01–36	크리에이터 영상 팁	Kling·Sora·Veo·Hailuo·Runway 모델별 현장 노하우	400% w4 신설 — 커뮤니티 수집
00_module_index.tsv	45_creator_tips_framing_pov	CTP-01–32	크리에이터 1인칭·구도·액션 팁	손 프레임 진입·전경차폐·착지점 선포커싱·FPV·아이라인 등 촬영 현장 요령	400% w4 신설 — 1인칭·액션 팁 수집
00_module_index.tsv	46_creator_tips_viral	CTS-01–30	크리에이터 바이럴 쇼츠 팁	0~3초 훅·세로 안전영역·루프·워드바이워드 자막·페이싱	400% w4 신설 — 쇼츠 리텐션 현장 팁
00_module_index.tsv	47_action_dynamics	ACT-01–33	액션·동세 촬영	정점 정지·모션블러·패닝·임팩트·궤적(Kling 고속 취약을 정지/슬로모로 우회)	400% w4 신설 — 시위·충돌·도주 풍자
00_module_index.tsv	48_commentary_structures	CS-01–09	논평 구조(작품 단위)	소재의 모순 한 쌍을 무슨 구조로 무대에 올릴지 — 컷 단위 도구가 아니라 작품 하나의 뼈대	신설(260813) — 기존 표에 흩어져 있던 풍자 활용 주석을 구조 축으로 모음 · CS-01만 실행 실증(260812 폐버스)
00_module_index.tsv	49_style_auto_dispatch	SA-01–09	화풍 자동 선택(작품 단위)	연출 목적과 자료를 읽고 9화풍·세부 중 무엇을 고를지 — 각 화풍이 무엇을 주장하는가·언제 쓰나·쓰면 안 되는 것·감정 온도	신설(260816) — 13_style_news_canon(뉴스 카드 2화풍)이 못 덮던 나머지 7화풍을 웹 근거로 보강 · 콘티 화풍=자동일 때 Read · 하드 컷(사상자 있으면 레고·클레이·디오라마 제외)이 정서 판정보다 먼저
01a_camera_lens_focal_length.tsv	﻿ID	대분류	한국어명	영문명	기준	변수 역할	사용하면 좋은 상황	GPT Image 2용 삽입 지시문	Gemini용 삽입 지시문	추천 조합	피해야 할 조합	시각 효과	감정 효과	왜곡/실패 리스크	강도	유사어/검색어	Gemini_NanoBanana2_예시장면_참고용	Gemini_NanoBanana2_ChatGPT지시문	Gemini_NanoBanana2_Gemini키워드	Gemini_NanoBanana2_효과	Gemini_NanoBanana2_리스크	Gemini_NanoBanana2_유사어	Gemini_비교판정	Gemini_분리인덱스필요	Gemini_메모
01a_camera_lens_focal_length.tsv	L01	렌즈 화각	어안 화각	Fisheye Lens	8–15mm, 180도 전후	렌즈/시야 왜곡 변수	초현실, 익스트림 스포츠, 뮤비, 장난스럽거나 압도적인 공간 왜곡이 필요할 때	Use a fisheye lens with extreme wide-angle distortion, curved edges, and an immersive surreal perspective.	fisheye lens, 180-degree view, extreme distortion, curved edges, immersive perspective	wide shot, low angle, POV shot, dynamic motion	beauty close-up, realistic face portrait, product shape accuracy	극단적 왜곡, 둥근 공간감, 과장된 주변부	혼란, 몰입, 장난스러움, 비현실감	얼굴·제품 형태 왜곡이 매우 큼	Extreme	fisheye, 180-degree lens, ultra distorted lens	A dynamic skateboarder performing a trick mid-air over a concrete halfpipe under bright midday sun.	Use a fisheye lens with extreme wide-angle distortion, curved edges, and an immersive surreal perspective.	shot on a fisheye lens, extreme barrel distortion, curved edges, immersive distorted perspective	비현실적, 장난스럽고 압도적인 공간감	인물 얼굴이 크게 왜곡됨	fisheye, ultra distorted lens, 180-degree lens	일치	아니오	원본 변수 정의와 같은 방향. 원본 컬럼은 유지하고 Gemini 값은 참고 컬럼에만 보존.
01a_camera_lens_focal_length.tsv	L02	렌즈 화각	초초광각	Extreme Ultra Wide	10–12mm	렌즈/공간 확장 변수	좁은 실내, 건축, 압도적인 배경, 주변 환경을 과장하고 싶을 때	Use an extreme ultra-wide lens to exaggerate space and make the environment feel vast and dramatic.	extreme ultra-wide lens, vast space, exaggerated depth, dramatic perspective	establishing shot, overhead, low angle, architecture shot	tight facial close-up, symmetrical beauty portrait	공간 확장, 강한 원근감, 주변부 왜곡	압도감, 웅장함, 낯섦	수직선 휘어짐, 가장자리 인물 왜곡	Extreme	10mm lens, 12mm lens, extreme wide angle	A majestic gothic cathedral with towering stone arches and golden sunlight streaming through massive stained glass windows.	Use an extreme ultra-wide 10mm lens to exaggerate space and make the environment feel vast and dramatic.	extreme ultra-wide shot, 10mm lens, dramatically exaggerated space, vast sweeping background	공간 확장, 웅장함, 현장감	가장자리 왜곡, 수직선 기울어짐	10mm lens, extreme wide angle	유사/보강 후보	아니오	같은 ID의 카메라 변수로 해석 가능. 현재는 별도 인덱스 추가 없이 참고 컬럼으로 보존.
01a_camera_lens_focal_length.tsv	L03	렌즈 화각	14mm 초광각	14mm Ultra Wide	14mm	렌즈/넓은 공간 변수	풍경, 실내, 은하수, 장소감이 강한 영화적 배경	Use a 14mm ultra-wide lens to capture a vast environment with dramatic depth and strong spatial presence.	14mm ultra-wide lens, vast environment, dramatic depth, strong spatial presence	establishing shot, extreme long shot, landscape, interior	close-up portrait with face near camera	넓고 드라마틱한 공간, 강한 깊이감	웅장함, 개방감, 현장감	근접 인물 촬영 시 얼굴·몸 왜곡	Strong	14mm lens, ultra wide, wide environment	The Milky Way galaxy glowing vividly over a quiet desert landscape filled with silhouettes of ancient cacti.	Shot on a 14mm ultra-wide lens, capturing a vast environment with dramatic depth and strong spatial presence.	shot on a 14mm ultra-wide lens, deep spatial presence, dramatic depth	넓고 드라마틱함	인물 근접 시 얼굴/몸 왜곡	14mm lens, ultra wide	유사/보강 후보	아니오	같은 ID의 카메라 변수로 해석 가능. 현재는 별도 인덱스 추가 없이 참고 컬럼으로 보존.
01a_camera_lens_focal_length.tsv	L04	렌즈 화각	16mm 초광각	16mm Wide Lens	16mm	렌즈/몰입형 광각 변수	브이로그, 여행, 좁은 공간, 활동적인 1인칭 장면	Use a 16mm wide lens for an energetic, immersive scene with strong environmental context.	16mm wide lens, immersive scene, wide environmental context, dynamic look	POV shot, wide shot, handheld look, travel scene	formal portrait, facial beauty close-up	넓은 주변 정보, 역동적인 현장감	활동성, 몰입감, 생동감	얼굴이 가까우면 코와 이마가 커짐	Strong	16mm lens, vlog wide angle, immersive wide	A lively travel vlogger smiling and walking through a crowded night market in Bangkok, surrounded by colorful neon signs and steaming street food stalls.	Use a 16mm wide lens for an energetic, immersive scene with strong environmental context.	dynamic 16mm wide lens view, energetic immersive framing, rich environmental context	몰입감, 활동성, 공간 정보	너무 가까우면 얼굴 커짐	16mm lens, vlog wide angle	일치	아니오	원본 변수 정의와 같은 방향. 원본 컬럼은 유지하고 Gemini 값은 참고 컬럼에만 보존.
01a_camera_lens_focal_length.tsv	L05	렌즈 화각	20mm 광각	20mm Wide Lens	20mm	렌즈/환경 인물 변수	다큐, 거리, 환경 인물, 넓지만 과하지 않은 자연스러운 광각	Use a 20mm wide lens to balance the subject with the surrounding environment in a realistic documentary style.	20mm wide lens, subject and environment, documentary realism	medium shot, eye-level, street scene, environmental portrait	tight beauty shot, minimal background scene	인물과 공간의 균형, 적당한 원근감	현장감, 사실감, 관찰감	배경 정보가 많아 산만할 수 있음	Normal	20mm lens, documentary wide, environmental portrait	An elderly artisan meticulously crafting a wooden violin inside a sunlit, rustic workshop filled with tools and wood shavings.	Use a 20mm wide lens to balance the subject with the surrounding environment in a realistic documentary style.	shot on a 20mm wide lens, realistic documentary framing, balanced subject and environment	현장감, 자연스러운 광각	배경 정보가 많아 산만할 수 있음	20mm lens, documentary wide	일치	아니오	원본 변수 정의와 같은 방향. 원본 컬럼은 유지하고 Gemini 값은 참고 컬럼에만 보존.
01a_camera_lens_focal_length.tsv	L06	렌즈 화각	24mm 광각	24mm Wide Lens	24mm	렌즈/영화적 와이드 변수	영화적 와이드샷, 실내 인물, 숏폼, 풍경과 인물을 함께 보여줄 때	Use a 24mm wide lens for a cinematic wide shot with clear spatial context and subtle perspective depth.	24mm wide lens, cinematic wide shot, spatial context, subtle depth	wide shot, full shot, low angle, three-quarter view	extreme facial close-up, shape-critical product shot	공간 정보와 피사체가 함께 살아남	영화적, 안정적, 개방적	근접 인물에서 약한 얼굴 왜곡	Normal	24mm lens, cinematic wide, wide-angle lens	A mysterious woman in a classic trench coat standing on a foggy, desolate train platform at dusk, illuminated by dim warm streetlights.	Use a 24mm wide lens for a cinematic wide shot with clear spatial context and subtle perspective depth.	cinematic wide shot, 24mm lens, clear spatial context, subtle natural depth of field	영화적, 안정적인 광각	근접 인물은 코/얼굴 왜곡 가능	24mm lens, cinematic wide	일치	아니오	원본 변수 정의와 같은 방향. 원본 컬럼은 유지하고 Gemini 값은 참고 컬럼에만 보존.
01a_camera_lens_focal_length.tsv	L07	렌즈 화각	28mm 준광각	28mm Semi-Wide Lens	28mm	렌즈/자연스러운 스냅 변수	거리 사진, 일상 스냅, 자연스러운 1인칭 느낌, 과하지 않은 배경 포함	Use a 28mm lens for a natural street-photography perspective with mild wide-angle depth.	28mm lens, natural street perspective, mild wide angle	medium shot, full shot, eye-level, candid scene	heavy background compression, distant subject isolation	자연스러운 광각, 적당한 배경감	친근함, 현실감, 스냅감	극적인 분리감은 약함	Subtle	28mm lens, semi wide, street perspective	A stylish youth walking across a busy zebra crossing in Shibuya during the golden hour, massive city skyscrapers looming in the background.	Use a 28mm lens for a natural street-photography perspective with mild wide-angle depth.	shot on a 28mm lens, natural street-photography perspective, mild wide-angle depth	현실적, 스냅감, 친근함	극적인 배경 압축은 약함	28mm lens, semi wide	일치	아니오	원본 변수 정의와 같은 방향. 원본 컬럼은 유지하고 Gemini 값은 참고 컬럼에만 보존.
01a_camera_lens_focal_length.tsv	L08	렌즈 화각	35mm 클래식 와이드	35mm Classic Wide	35mm	렌즈/범용 다큐 변수	인물과 배경을 균형 있게 보여주고 싶을 때, 다큐, 인터뷰, 일상 장면	Use a 35mm lens with a natural documentary perspective, balancing the subject and background without heavy distortion.	35mm lens, natural documentary perspective, balanced subject and background, minimal distortion	medium shot, medium close-up, eye-level, three-quarter view	extreme close-up with face near lens	자연스러운 공간감과 피사체 균형	현실감, 신뢰감, 현장감	근접 얼굴 촬영에서는 약간 왜곡 가능	Normal	35mm lens, classic wide, documentary lens	A cozy independent bookstore owner sitting behind a wooden counter, rows of colorful books stretching infinitely behind them.	Use a 35mm lens for a natural documentary look, balancing the subject and background with realistic perspective.	shot on a 35mm classic wide lens, natural documentary framing, balanced subject and background	가장 범용적, 자연스러움, 현장감	클로즈업에서는 약간 왜곡 가능	35mm lens, classic wide, documentary lens	유사/보강 후보	아니오	같은 ID의 카메라 변수로 해석 가능. 현재는 별도 인덱스 추가 없이 참고 컬럼으로 보존.
01a_camera_lens_focal_length.tsv	L09	렌즈 화각	40mm 내추럴	40mm Natural Lens	40mm	렌즈/중립 시야 변수	음식, 제품, 인물, 과장 없는 자연스러운 화면이 필요할 때	Use a 40mm lens for a neutral, natural perspective that feels close to human vision.	40mm lens, neutral perspective, natural human-vision feel	medium shot, product shot, eye-level, soft natural light	extreme scale, huge landscape emphasis	담백하고 과장 없는 시야	안정감, 현실감, 편안함	극적 효과는 약할 수 있음	Subtle	40mm lens, natural lens, normal-wide lens	A freshly baked artisan sourdough bread sitting on a rustic wooden table next to a steaming porcelain cup of black coffee.	Use a 40mm lens for a neutral, natural perspective that feels close to human vision.	shot on a 40mm natural lens, clean neutral perspective, human field of view	담백함, 안정감, 현실감	극적 효과는 약할 수 있음	40mm lens, natural lens	일치	아니오	원본 변수 정의와 같은 방향. 원본 컬럼은 유지하고 Gemini 값은 참고 컬럼에만 보존.
01a_camera_lens_focal_length.tsv	L10	렌즈 화각	50mm 표준	50mm Standard Lens	50mm	렌즈/표준 집중 변수	제품, 인물, 영화 기본 컷, 왜곡을 줄이고 싶을 때	Use a 50mm standard lens with minimal distortion and a focused, natural cinematic composition.	50mm standard lens, minimal distortion, natural cinematic composition	medium close-up, close-up, eye-level, product shot	very small room wide shot, exaggerated perspective	왜곡 적고 피사체 집중도 높음	균형감, 클래식함, 차분함	좁은 공간에서는 답답할 수 있음	Normal	50mm lens, standard lens, nifty fifty	A detailed portrait of a handsome model wearing a casual white linen shirt, posing outdoors in a sunlit wild meadow.	Use a 50mm standard lens with minimal distortion and a focused, natural cinematic composition.	classic cinematic composition, 50mm standard lens, minimal distortion, focused eye-level framing, soft natural bokeh	집중감, 균형, 클래식함	좁은 공간에서는 답답할 수 있음	50mm lens, standard lens, nifty fifty	일치	아니오	원본 변수 정의와 같은 방향. 원본 컬럼은 유지하고 Gemini 값은 참고 컬럼에만 보존.
01a_camera_lens_focal_length.tsv	L11	렌즈 화각	70mm 짧은 망원	70mm Short Telephoto	70mm	렌즈/부드러운 압축 변수	인터뷰, 인물, 배경 정리, 살짝 압축된 영화적 화면	Use a 70mm short telephoto lens to gently compress the background and isolate the subject.	70mm short telephoto, gentle background compression, subject isolation	medium close-up, close-up, portrait, interview	wide environmental context, cramped interior	약한 배경 압축, 자연스러운 분리	차분함, 집중감, 정돈감	공간감이 줄어듦	Normal	70mm lens, short telephoto, portrait compression	A serious business executive sitting in a sleek modern office during a high-end corporate interview, city lights softly blurred outside the window.	Use a 70mm short telephoto lens to gently compress the background and isolate the subject.	short telephoto shot, 70mm lens, gently compressed background, clean subject isolation	차분함, 배경 정리, 인물 집중	공간감이 줄어듦	70mm lens, short telephoto	일치	아니오	원본 변수 정의와 같은 방향. 원본 컬럼은 유지하고 Gemini 값은 참고 컬럼에만 보존.
01a_camera_lens_focal_length.tsv	L12	렌즈 화각	85mm 인물 망원	85mm Portrait Lens	85mm	렌즈/인물 미화 변수	포트레이트, 뷰티, 얼굴 왜곡을 줄이고 배경을 분리하고 싶을 때	Use an 85mm portrait lens for flattering facial proportions, soft background separation, and elegant subject focus.	85mm portrait lens, flattering face, soft background separation, elegant focus	close-up, medium close-up, three-quarter view, shallow depth of field	tight indoor wide context, full-body in small room	얼굴 비율 안정, 배경 분리, 부드러운 압축	고급스러움, 친밀감, 우아함	거리 확보 필요, 공간 정보 감소	Normal	85mm lens, portrait lens, flattering portrait	A stunning beauty editorial portrait of a woman with elegant makeup, completely surrounded by soft pink roses.	Use an 85mm portrait lens for flattering facial proportions, soft background separation, and elegant subject focus.	shot on an 85mm portrait lens, flattering facial proportions, elegant soft background separation	고급스러운 인물감, 압축, 배경 분리	좁은 실내에서 거리 확보 어려움	85mm lens, portrait lens	일치	아니오	원본 변수 정의와 같은 방향. 원본 컬럼은 유지하고 Gemini 값은 참고 컬럼에만 보존.
